Vernier Format 2
cstr_600_300_series.txt 8/4/118 13:19:36
Run 1
Time	Conductivity	Conductivity	
1784	810	861	
1785	762	851	
1786	810	861	
1787	791	881	
1788	801	861	
1789	751	851	
1790	801	871	
1791	810	871	
1792	762	851	
1793	751	861	
1794	801	871	
1795	810	861	
1796	771	851	
1797	762	841	
1798	771	871	
1799	810	841	
1800	810	831	
1801	810	851	
1802	810	871	
1803	791	851	
1804	791	841	
1805	810	871	
1806	820	871	
1807	771	841	
1808	762	841	
1809	820	861	
1810	810	871	
1811	791	841	
1812	791	851	
1813	810	881	
1814	801	861	
1815	762	851	
1816	771	871	
1817	781	881	
1818	791	851	
1819	791	851	
1820	820	851	
1821	820	851	
1822	801	841	
1823	791	851	
1824	791	881	
1825	791	851	
1826	801	841	
1827	810	851	
1828	810	861	
1829	791	841	
1830	810	851	
1831	820	851	
1832	810	851	
1833	762	841	
1834	810	871	
1835	810	861	
1836	791	851	
1837	791	841	
1838	801	871	
1839	820	841	
1840	762	841	
1841	810	851	
1842	791	871	
1843	771	841	
1844	810	841	
1845	810	871	
1846	791	851	
1847	762	851	
1848	820	851	
1849	801	871	
1850	762	841	
1851	810	861	
1852	791	851	
1853	771	841	
1854	801	851	
1855	791	871	
1856	791	851	
1857	791	841	
1858	820	861	
1859	762	851	
1860	801	841	
1861	801	851	
1862	801	861	
1863	762	831	
1864	820	841	
1865	791	861	
1866	771	841	
1867	801	851	
1868	791	871	
1869	771	841	
1870	751	851	
1871	791	871	
1872	801	841	
1873	771	841	
1874	820	841	
1875	771	861	
1876	791	841	
1877	810	841	
1878	810	861	
1879	751	841	
1880	810	841	
1881	791	861	
1882	751	841	
1883	762	851	
1884	830	851	
1885	751	851	
1886	810	831	
1887	810	861	
1888	751	851	
1889	762	851	
1890	801	851	
1891	762	851	
1892	771	831	
1893	810	861	
1894	810	841	
1895	801	821	
1896	820	841	
1897	791	861	
1898	762	831	
1899	762	871	
1900	810	841	
1901	791	841	
1902	771	861	
1903	771	861	
1904	762	831	
1905	771	851	
1906	810	871	
1907	801	821	
1908	810	851	
1909	820	851	
1910	810	831	
1911	791	841	
1912	820	851	
1913	810	841	
1914	810	831	
1915	820	861	
1916	801	841	
1917	810	841	
1918	810	871	
1919	791	841	
1920	801	831	
1921	810	861	
1922	810	831	
1923	781	841	
1924	791	871	
1925	801	831	
1926	762	851	
1927	810	871	
1928	762	841	
1929	791	841	
1930	791	851	
1931	791	841	
1932	771	851	
1933	820	851	
1934	791	841	
1935	751	841	
1936	791	851	
1937	791	841	
1938	810	841	
1939	820	851	
1940	801	821	
1941	762	841	
1942	801	851	
1943	791	831	
1944	791	851	
1945	801	851	
1946	791	821	
1947	810	851	
1948	762	861	
1949	762	821	
1950	791	861	
1951	791	841	
1952	762	841	
1953	801	851	
1954	810	831	
1955	810	831	
1956	820	841	
1957	762	841	
1958	791	841	
1959	820	841	
1960	771	841	
1961	801	841	
1962	810	871	
1963	762	841	
1964	771	851	
1965	791	841	
1966	742	841	
1967	771	861	
1968	810	841	
1969	791	821	
1970	771	851	
1971	762	851	
1972	762	841	
1973	820	841	
1974	791	821	
1975	781	851	
1976	820	841	
1977	791	821	
1978	810	851	
1979	810	851	
1980	791	821	
1981	810	851	
1982	810	841	
1983	801	831	
1984	781	851	
1985	762	841	
1986	810	841	
1987	791	861	
1988	801	812	
1989	810	841	
1990	771	841	
1991	762	831	
1992	810	851	
1993	801	841	
1994	791	841	
1995	810	851	
1996	771	821	
1997	762	851	
1998	762	851	
1999	762	841	
2000	820	841	
2001	751	841	
2002	771	821	
2003	810	851	
2004	771	812	
2005	762	851	
2006	801	831	
2007	791	831	
2008	791	841	
2009	791	841	
2010	810	841	
2011	771	841	
2012	801	821	
2013	801	851	
2014	810	831	
2015	771	821	
2016	791	841	
2017	751	841	
2018	762	841	
2019	810	851	
2020	791	821	
2021	810	841	
2022	791	841	
2023	742	841	
2024	781	861	
2025	751	841	
2026	810	851	
2027	810	841	
2028	742	841	
2029	810	861	
2030	791	831	
2031	762	821	
2032	791	841	
2033	791	812	
2034	771	851	
2035	801	841	
2036	791	812	
2037	791	851	
2038	791	841	
2039	762	841	
2040	791	841	
2041	781	821	
2042	791	841	
2043	762	841	
2044	791	821	
2045	810	841	
2046	742	831	
2047	771	841	
2048	820	841	
2049	781	821	
2050	771	851	
2051	791	841	
2052	791	821	
2053	820	841	
2054	762	821	
2055	810	851	
2056	762	841	
2057	751	831	
2058	820	841	
2059	791	821	
2060	762	841	
2061	762	841	
2062	791	831	
2063	791	841	
2064	781	821	
2065	791	841	
2066	791	841	
2067	781	821	
2068	810	851	
2069	762	841	
2070	791	821	
2071	791	841	
2072	762	821	
2073	810	841	
2074	810	821	
2075	791	821	
2076	791	841	
2077	801	801	
2078	791	841	
2079	810	821	
2080	762	821	
2081	820	841	
2082	771	821	
2083	791	841	
2084	781	821	
2085	791	841	
2086	791	841	
2087	791	821	
2088	771	851	
2089	801	821	
2090	762	821	
2091	810	841	
2092	751	831	
2093	791	851	
2094	801	801	
2095	771	821	
2096	791	851	
2097	771	821	
2098	781	851	
2099	801	812	
2100	791	831	
2101	791	841	
2102	791	821	
2103	810	841	
2104	742	841	
2105	810	841	
2106	762	841	
2107	791	812	
2108	791	841	
2109	791	801	
2110	771	851	
2111	771	812	
2112	762	841	
2113	810	841	
2114	791	821	
2115	771	851	
2116	801	801	
2117	810	841	
2118	801	841	
2119	762	821	
2120	762	841	
2121	791	801	
2122	771	851	
2123	801	821	
2124	762	841	
2125	791	841	
2126	791	801	
2127	791	851	
2128	810	801	
2129	791	841	
2130	762	801	
2131	791	841	
2132	781	841	
